word,pos,var,shaw,ipa,verdict,shaw_override,pos_override,var_override,ipa_override,source,status,confidence,notes
boding,VVI,GenAm,𐑚𐑴𐑛𐑦𐑙,ˈboʊdɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=NN1,VVG; rl_shaw=𐑚𐑴𐑛𐑦𐑙; agreed via wiktionary"
body,VVI,GenAm,𐑚𐑪𐑑𐑦,ˈbɒti,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑚𐑪𐑛𐑦; SHIFTED via wiktionary
body,VVI,GenAm,𐑚𐑪𐑛𐑦,ˈbɒdi,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑚𐑪𐑛𐑦; agreed via wiktionary+wordnet
bodyguard,VVI,RSSB,𐑚𐑪𐑛𐑦𐑜𐑸𐑛,bɒdiɡɑːRd,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑛𐑦𐑜𐑸𐑛; agreed via wiktionary
bodyguard,VVI,GenAm,𐑚𐑭𐑛𐑦𐑜𐑸𐑛,ˈbɑːdiɡɑːrd,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑚𐑪𐑛𐑦𐑜𐑸𐑛; SHIFTED via wiktionary
Boeing,NN1,RSSB,𐑚𐑴𐑦𐑙,ˈbəʊɪŋ,,,,,,pos-gap,pos-gap,60,rl_pos=NP0; rl_shaw=𐑚𐑴𐑦𐑙; agreed via wiktionary
Boer,NP0,GenAm,𐑚𐑪𐑮,bor,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=AJ0,NN1; rl_shaw=𐑚𐑹; SHIFTED via wiktionary"
Boer,NP0,GenAm,𐑚𐑫𐑮,bʊr,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=AJ0,NN1; rl_shaw=𐑚𐑹; SHIFTED via wiktionary"
Boer,NP0,RSSB,𐑚𐑫𐑼,bʊəR,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=AJ0,NN1; rl_shaw=𐑚𐑹; SHIFTED via wiktionary"
Boer,NP0,GenAm,𐑚𐑴𐑼,boʊəR,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=AJ0,NN1; rl_shaw=𐑚𐑹; SHIFTED via wiktionary"
Boer,NP0,RSSB,𐑚𐑹,bɔːR,,,,,,pos-gap,pos-gap,35,"rl_pos=AJ0,NN1; rl_shaw=𐑚𐑹; agreed via wiktionary"
bog,AJ0,RSSB,𐑚𐑪𐑜,bɒɡ,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑪𐑜; agreed via wiktionary"
bogey,VVI,GenAm,𐑚𐑴𐑜𐑦,boʊɡi,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑴𐑜𐑦; agreed via wiktionary
boggle,NN1,GenAm,𐑚𐑪𐑜𐑩𐑤,ˈbɒɡəl,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑚𐑪𐑜𐑩𐑤; agreed via wiktionary"
bogus,NN1,GenAm,𐑚𐑴𐑜𐑩𐑕,ˈboʊɡəs,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑚𐑴𐑜𐑩𐑕; agreed via wiktionary
boiling,AV0,RSSB,𐑚𐑶𐑤𐑦𐑙,ˈbɔɪlɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑚𐑶𐑤𐑦𐑙; agreed via wordnet"
boiling,NN1,RSSB,𐑚𐑶𐑤𐑦𐑙,ˈbɔɪlɪŋ,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVG; rl_shaw=𐑚𐑶𐑤𐑦𐑙; agreed via wordnet"
bold,NN1,GenAm,𐑚𐑴𐑤𐑛,boʊld,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑚𐑴𐑤𐑛; agreed via wiktionary
bold,VVI,GenAm,𐑚𐑴𐑤𐑛,boʊld,,,,,,pos-gap,pos-gap,35,rl_pos=AJ0; rl_shaw=𐑚𐑴𐑤𐑛; agreed via wiktionary
bolder,AJ0,GenAm,𐑚𐑴𐑤𐑛𐑼,ˈboʊldəR,,,,,,pos-gap,pos-gap,25,rl_pos=AJC; rl_shaw=𐑚𐑴𐑤𐑛𐑼; agreed via wiktionary
boll,VVI,RSSB,𐑚𐑪𐑤,bɒl,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑚𐑴𐑤; SHIFTED via wiktionary
boll,VVI,GenAm,𐑚𐑴𐑤,boʊl,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑴𐑤; agreed via wiktionary
bollock,VVI,RSSB,𐑚𐑪𐑤𐑩𐑒,ˈbɒlək,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑤𐑩𐑒; agreed via wiktionary
bollocks,ITJ,RSSB,𐑚𐑪𐑤𐑩𐑒𐑕,ˈbɒləks,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑚𐑪𐑤𐑩𐑒𐑕; agreed via wiktionary
bollocks,NN1,RSSB,𐑚𐑪𐑤𐑩𐑒𐑕,ˈbɒləks,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑚𐑪𐑤𐑩𐑒𐑕; agreed via wiktionary
bollocks,VVI,RSSB,𐑚𐑪𐑤𐑩𐑒𐑕,ˈbɒləks,,,,,,pos-gap,pos-gap,35,rl_pos=NN2; rl_shaw=𐑚𐑪𐑤𐑩𐑒𐑕; agreed via wiktionary
bologna,NN1,RSSB,𐑚𐑩𐑤𐑪𐑯𐑘𐑩,bəˈlɒnjə,,,,,,pos-gap,pos-gap,60,rl_pos=NP0; rl_shaw=𐑚𐑩𐑤𐑪𐑯𐑘𐑩; agreed via wiktionary
bologna,NN1,RSSB,𐑚𐑩𐑤𐑴𐑯𐑘𐑩,bəˈləʊnjə,,,,,,pos-gap,pos-gap-shifted,30,rl_pos=NP0; rl_shaw=𐑚𐑩𐑤𐑪𐑯𐑘𐑩; SHIFTED via wiktionary
bologna,NN1,GenAm,𐑚𐑩𐑤𐑴𐑯𐑦,bəˈloʊni,,,,,,pos-gap,pos-gap-shifted,30,rl_pos=NP0; rl_shaw=𐑚𐑩𐑤𐑪𐑯𐑘𐑩; SHIFTED via wiktionary
bologna,NN1,GenAm,𐑚𐑩𐑤𐑴𐑯𐑩,bəˈloʊnə,,,,,,pos-gap,pos-gap-shifted,30,rl_pos=NP0; rl_shaw=𐑚𐑩𐑤𐑪𐑯𐑘𐑩; SHIFTED via wiktionary
bolognese,NN1,RSSB,𐑚𐑪𐑤𐑩𐑜𐑯𐑱𐑟,ˌbɒləɡˈneɪz,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; SHIFTED via wiktionary
Bolognese,NN1,RSSB,𐑚𐑪𐑤𐑩𐑯𐑘𐑱𐑟,ˌbɒləˈnjeɪz,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; SHIFTED via wiktionary
Bolognese,NN1,RSSB,𐑚𐑪𐑤𐑩𐑯𐑰𐑟,ˌbɒləˈniːz,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; SHIFTED via wiktionary
Bolognese,NN1,RSSB,𐑚𐑪𐑤𐑩𐑯𐑱𐑟,ˌbɒləˈneɪz,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; agreed via wiktionary
bolognese,NN1,GenAm,𐑚𐑴𐑤𐑩𐑯𐑘𐑱𐑟,ˌboʊləˈnjeɪz,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; SHIFTED via wiktionary
bolognese,NN1,GenAm,𐑚𐑴𐑤𐑩𐑯𐑦𐑟,ˌboʊləˈniz,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; SHIFTED via wiktionary
bolognese,NN1,GenAm,𐑚𐑴𐑤𐑩𐑯𐑱𐑟,ˌboʊləˈneɪz,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑤𐑩𐑯𐑱𐑟; SHIFTED via wiktionary
bolted,VVI,GenAm,𐑚𐑴𐑤𐑑𐑩𐑛,ˈboʊltƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑴𐑤𐑑𐑩𐑛; agreed via wiktionary"
bolts,NN1,RSSB,𐑚𐑪𐑤𐑑𐑕,bɒlts,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑴𐑤𐑑𐑕; SHIFTED via wiktionary"
bolts,NN1,GenAm,𐑚𐑴𐑤𐑑𐑕,boʊlts,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑴𐑤𐑑𐑕; agreed via wiktionary"
bolts,VVI,RSSB,𐑚𐑪𐑤𐑑𐑕,bɒlts,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑴𐑤𐑑𐑕; SHIFTED via wiktionary"
bolts,VVI,GenAm,𐑚𐑴𐑤𐑑𐑕,boʊlts,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑴𐑤𐑑𐑕; agreed via wiktionary"
bomb,AJ0,GenAm,𐑚𐑪𐑥,bɒm,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑪𐑥; agreed via wiktionary"
bombard,NN1,GenAm,𐑚𐑪𐑥𐑚𐑸𐑛,ˈbɒmˌbɑːRd,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑚𐑪𐑥𐑚𐑸𐑛; agreed via wiktionary"
Bombardier,NP0,RSSB,𐑚𐑪𐑥𐑚𐑸𐑛𐑦𐑱,bɒmbɑːRdieɪ,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN1; rl_shaw=𐑚𐑪𐑥𐑚𐑼𐑛𐑽; SHIFTED via wiktionary
bombast,AJ0,GenAm,𐑚𐑪𐑥𐑚𐑨𐑕𐑑,ˈbɒmbæst,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑚𐑪𐑥𐑚𐑨𐑕𐑑; agreed via wiktionary
bombast,VVI,GenAm,𐑚𐑪𐑥𐑚𐑨𐑕𐑑,ˈbɒmbæst,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑥𐑚𐑨𐑕𐑑; agreed via wiktionary
bomber,AJ0,GenAm,𐑚𐑪𐑥𐑼,ˈbɒməR,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑚𐑪𐑥𐑼; agreed via wiktionary
bond,AJ0,GenAm,𐑚𐑪𐑯𐑛,bɒnd,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,NP0,VVB,VVI; rl_shaw=𐑚𐑪𐑯𐑛; agreed via wiktionary"
bonded,VVI,GenAm,𐑚𐑪𐑯𐑛𐑩𐑛,ˈbɒndƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑪𐑯𐑛𐑩𐑛; agreed via wiktionary"
bonds,NN1,RSSB,𐑚𐑪𐑯𐑛𐑟,bɒndz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑪𐑯𐑛𐑟; agreed via wiktionary"
bonds,VVI,RSSB,𐑚𐑪𐑯𐑛𐑟,bɒndz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑪𐑯𐑛𐑟; agreed via wiktionary"
bone,AJ0,GenAm,𐑚𐑴𐑯,boʊn,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑴𐑯; agreed via wiktionary"
bone,AV0,GenAm,𐑚𐑴𐑯,boʊn,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑴𐑯; agreed via wiktionary"
boned,VVI,GenAm,𐑚𐑴𐑯𐑛,boʊnd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑴𐑯𐑛; agreed via wiktionary"
bones,NN1,GenAm,𐑚𐑴𐑯𐑟,boʊnz,,,,,,pos-gap,pos-gap,50,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑴𐑯𐑟; agreed via wiktionary+wordnet"
bones,VVI,GenAm,𐑚𐑴𐑯𐑟,boʊnz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑴𐑯𐑟; agreed via wiktionary"
bonfire,VVI,GenAm,𐑚𐑪𐑯𐑓𐑲𐑼,ˈbɒnˌfaɪəR,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑯𐑓𐑲𐑼; agreed via wiktionary
bongo,VVI,GenAm,𐑚𐑪𐑙𐑜𐑴,ˈbɒŋɡoʊ,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑙𐑜𐑴; agreed via wiktionary
boning,NN1,GenAm,𐑚𐑴𐑯𐑦𐑙,ˈboʊnɪŋ,,,,,,pos-gap,pos-gap,35,rl_pos=VVG; rl_shaw=𐑚𐑴𐑯𐑦𐑙; agreed via wiktionary
boning,VVI,GenAm,𐑚𐑴𐑯𐑦𐑙,ˈboʊnɪŋ,,,,,,pos-gap,pos-gap,15,rl_pos=VVG; rl_shaw=𐑚𐑴𐑯𐑦𐑙; agreed via wiktionary
bonkers,NN1,GenAm,𐑚𐑪𐑙𐑒𐑼𐑟,ˈbɒŋkəRz,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑙𐑒𐑼𐑟; agreed via wiktionary
bonnet,VVI,GenAm,𐑚𐑪𐑯𐑦𐑑,ˈbɒnɪt,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑚𐑪𐑯𐑩𐑑; SHIFTED via wiktionary
bonnet,VVI,GenAm,𐑚𐑪𐑯𐑩𐑑,ˈbɒnət,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑯𐑩𐑑; agreed via wiktionary
bonus,VVI,GenAm,𐑚𐑴𐑯𐑩𐑕,ˈboʊnəs,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑴𐑯𐑩𐑕; agreed via wiktionary
boogie,VVI,GenAm,𐑚𐑫𐑜𐑦,ˈbʊɡi,,,,,,pos-gap,pos-gap-shifted,40,rl_pos=NN1; rl_shaw=𐑚𐑵𐑜𐑦; SHIFTED via wiktionary
boogie,VVI,RSSB,𐑚𐑵𐑜𐑦,ˈbuːɡi,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑚𐑵𐑜𐑦; agreed via wiktionary+wordnet
boom,ITJ,GenAm,𐑚𐑫𐑥,bum,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑵𐑥; SHIFTED via wiktionary"
boom,ITJ,RSSB,𐑚𐑵𐑥,buːm,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑵𐑥; agreed via wiktionary"
boomerang,VVI,GenAm,𐑚𐑫𐑥𐑼𐑨𐑙,ˈbuməræŋ,,,,,,pos-gap,pos-gap-shifted,55,rl_pos=NN1; rl_shaw=𐑚𐑵𐑥𐑼𐑨𐑙; SHIFTED via wiktionary+wordnet
boomerang,VVI,RSSB,𐑚𐑵𐑥𐑼𐑨𐑙,buːməræŋ,,,,,,pos-gap,pos-gap,50,rl_pos=NN1; rl_shaw=𐑚𐑵𐑥𐑼𐑨𐑙; agreed via wiktionary+wordnet
booted,VVI,GenAm,𐑚𐑫𐑑𐑩𐑛,ˈbutƏd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑵𐑑𐑩𐑛; SHIFTED via wiktionary"
booted,VVI,RSSB,𐑚𐑵𐑑𐑩𐑛,ˈbuːtƏd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑵𐑑𐑩𐑛; agreed via wiktionary"
borax,VVI,GenAm,𐑚𐑹𐑨𐑒𐑕,ˈbɔːRæks,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑹𐑨𐑒𐑕; agreed via wiktionary
borders,NN1,GenAm,𐑚𐑹𐑛𐑼𐑟,ˈbɔːRdəRz,,,,,,pos-gap,pos-gap,60,"rl_pos=NN2,NP0,VVZ; rl_shaw=𐑚𐑹𐑛𐑼𐑟; agreed via wiktionary"
borders,VVI,GenAm,𐑚𐑹𐑛𐑼𐑟,ˈbɔːRdəRz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,NP0,VVZ; rl_shaw=𐑚𐑹𐑛𐑼𐑟; agreed via wiktionary"
bored,VVI,GenAm,𐑚𐑹𐑛,bɔːRd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑹𐑛; agreed via wiktionary"
Borer,NP0,GenAm,𐑚𐑪𐑮𐑧𐑮,borˈer,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=NN1; rl_shaw=𐑚𐑹𐑼; SHIFTED via wiktionary
bores,NN1,RSSB,𐑚𐑹𐑟,bɔːRz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑹𐑟; agreed via wiktionary"
bores,VVI,RSSB,𐑚𐑹𐑟,bɔːRz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑹𐑟; agreed via wiktionary"
boring,NN1,GenAm,𐑚𐑪𐑮𐑦𐑙,ˈborɪŋ,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=AJ0,VVG; rl_shaw=𐑚𐑹𐑦𐑙; SHIFTED via wiktionary"
boring,NN1,RSSB,𐑚𐑹𐑦𐑙,bɔːrɪŋ,,,,,,pos-gap,pos-gap,70,"rl_pos=AJ0,VVG; rl_shaw=𐑚𐑹𐑦𐑙; agreed via wiktionary+wordnet"
boring,VVI,GenAm,𐑚𐑪𐑮𐑦𐑙,ˈborɪŋ,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVG; rl_shaw=𐑚𐑹𐑦𐑙; SHIFTED via wiktionary"
boring,VVI,RSSB,𐑚𐑹𐑦𐑙,bɔːrɪŋ,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVG; rl_shaw=𐑚𐑹𐑦𐑙; agreed via wiktionary"
born,NN1,GenAm,𐑚𐑪𐑮𐑯,born,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=AJ0,VVN; rl_shaw=𐑚𐑹𐑯; SHIFTED via wiktionary"
born,NN1,RSSB,𐑚𐑹𐑯,bɔːRn,,,,,,pos-gap,pos-gap,50,"rl_pos=AJ0,VVN; rl_shaw=𐑚𐑹𐑯; agreed via wiktionary"
born,VVI,GenAm,𐑚𐑪𐑮𐑯,born,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVN; rl_shaw=𐑚𐑹𐑯; SHIFTED via wiktionary"
born,VVI,RSSB,𐑚𐑹𐑯,bɔːRn,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVN; rl_shaw=𐑚𐑹𐑯; agreed via wiktionary"
borne,AJ0,GenAm,𐑚𐑪𐑮𐑯,born,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑹𐑯; SHIFTED via wiktionary"
borne,AJ0,RSSB,𐑚𐑹𐑯,bɔːRn,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑹𐑯; agreed via wiktionary"
borne,VVI,GenAm,𐑚𐑪𐑮𐑯,born,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑹𐑯; SHIFTED via wiktionary"
borne,VVI,RSSB,𐑚𐑹𐑯,bɔːRn,,,,,,pos-gap,pos-gap,15,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑹𐑯; agreed via wiktionary"
borrow,NN1,RSSB,𐑚𐑪𐑮𐑴,ˈbɒrəʊ,,,,,,pos-gap,pos-gap,35,"rl_pos=VVB,VVI; rl_shaw=𐑚𐑪𐑮𐑴; agreed via wiktionary"
borrow,NN1,GenAm,𐑚𐑸𐑴,ˈbɑːRoʊ,,,,,,pos-gap,pos-gap-shifted,40,"rl_pos=VVB,VVI; rl_shaw=𐑚𐑪𐑮𐑴; SHIFTED via wiktionary"
borrowed,VVI,RSSB,𐑚𐑪𐑮𐑴𐑛,ˈbɒrəʊd,,,,,,pos-gap,pos-gap,15,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑪𐑮𐑴𐑛; agreed via wiktionary"
borrowed,VVI,GenAm,𐑚𐑸𐑴𐑛,ˈbɑːRoʊd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑪𐑮𐑴𐑛; SHIFTED via wiktionary"
borrowed,VVI,GenAm,𐑚𐑹𐑴𐑛,ˈbɔːRoʊd,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=AJ0,VVD,VVN; rl_shaw=𐑚𐑪𐑮𐑴𐑛; SHIFTED via wiktionary"
bosh,VVI,GenAm,𐑚𐑪𐑖,bɒʃ,,,,,,pos-gap,pos-gap,35,"rl_pos=ITJ,NN1; rl_shaw=𐑚𐑪𐑖; agreed via wiktionary"
boss,AJ0,GenAm,𐑚𐑪𐑕,bɒs,,,,,,pos-gap,pos-gap,50,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑪𐑕; agreed via wiktionary"
Boss,NP0,GenAm,𐑚𐑪𐑕,bɒs,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑪𐑕; agreed via wiktionary"
bossy,NN1,RSSB,𐑚𐑪𐑕𐑦,ˈbɒsɪ,,,,,,pos-gap,pos-gap,50,rl_pos=AJ0; rl_shaw=𐑚𐑪𐑕𐑦; agreed via wiktionary
boston,NN1,GenAm,𐑚𐑪𐑕𐑑𐑩𐑯,ˈbɒstən,keep,,,,,pos-gap,pos-gap,95,rl_pos=NP0; agreed via wiktionary+wordnet
Boswell,NN1,GenAm,𐑚𐑪𐑟𐑢𐑧𐑤,ˈbɒzˌwel,,,,,,pos-gap,pos-gap-shifted,30,rl_pos=NP0; rl_shaw=𐑚𐑪𐑟𐑢𐑩𐑤; SHIFTED via wiktionary
Boswell,NN1,GenAm,𐑚𐑪𐑟𐑢𐑩𐑤,ˈbɒzwəl,,,,,,pos-gap,pos-gap,60,rl_pos=NP0; rl_shaw=𐑚𐑪𐑟𐑢𐑩𐑤; agreed via wiktionary
bot,VVI,GenAm,𐑚𐑪𐑑,bɒt,,,,,,pos-gap,pos-gap,35,rl_pos=NN1; rl_shaw=𐑚𐑪𐑑; agreed via wiktionary
both,CJC,GenAm,𐑚𐑴𐑔,boʊθ,,,,,,pos-gap,pos-gap,35,"rl_pos=AJ0,AV0,DT0; rl_shaw=𐑚𐑴𐑔; agreed via wiktionary"
both,CJC,GenAm,𐑚𐑴𐑤𐑔,boʊlθ,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=AJ0,AV0,DT0; rl_shaw=𐑚𐑴𐑔; SHIFTED via wiktionary"
both,PNP,GenAm,𐑚𐑴𐑔,boʊθ,,,,,,pos-gap,pos-gap,35,"rl_pos=AJ0,AV0,DT0; rl_shaw=𐑚𐑴𐑔; agreed via wiktionary"
both,PNP,GenAm,𐑚𐑴𐑤𐑔,boʊlθ,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=AJ0,AV0,DT0; rl_shaw=𐑚𐑴𐑔; SHIFTED via wiktionary"
bother,ITJ,GenAm,𐑚𐑪𐑞𐑼,ˈbɒðəR,,,,,,pos-gap,pos-gap,35,"rl_pos=NN1,VVB,VVI; rl_shaw=𐑚𐑪𐑞𐑼; agreed via wiktionary"
botheration,NN1,GenAm,𐑚𐑪𐑞𐑼𐑱𐑖𐑩𐑯,bɒðəreɪʃən,,,,,,pos-gap,pos-gap,50,rl_pos=ITJ; rl_shaw=𐑚𐑪𐑞𐑼𐑱𐑖𐑩𐑯; agreed via wiktionary+wordnet
botheration,NN1,GenAm,𐑚𐑪𐑞𐑼𐑱𐑖𐑯,ˌbɒðəˈreɪʃn,,,,,,pos-gap,pos-gap-shifted,20,rl_pos=ITJ; rl_shaw=𐑚𐑪𐑞𐑼𐑱𐑖𐑩𐑯; SHIFTED via wordnet
bottles,NN1,RSSB,𐑚𐑪𐑑𐑩𐑤𐑟,ˈbɒtəlz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑪𐑑𐑩𐑤𐑟; agreed via wiktionary"
bottles,VVI,RSSB,𐑚𐑪𐑑𐑩𐑤𐑟,ˈbɒtəlz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑪𐑑𐑩𐑤𐑟; agreed via wiktionary"
bottoms,NN1,GenAm,𐑚𐑪𐑑𐑩𐑥𐑟,ˈbɒtəmz,,,,,,pos-gap,pos-gap,35,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑪𐑑𐑩𐑥𐑟; agreed via wiktionary"
bottoms,VVI,GenAm,𐑚𐑪𐑑𐑩𐑥𐑟,ˈbɒtəmz,,,,,,pos-gap,pos-gap,15,"rl_pos=NN2,VVZ; rl_shaw=𐑚𐑪𐑑𐑩𐑥𐑟; agreed via wiktionary"
bought,AJ0,GenAm,𐑚𐑪𐑑,bɒt,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑷𐑑; SHIFTED via wiktionary"
bought,AJ0,RSSB,𐑚𐑷𐑑,bɔːt,,,,,,pos-gap,pos-gap,45,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑷𐑑; agreed via wiktionary"
bought,NN1,GenAm,𐑚𐑪𐑑,bɒt,,,,,,pos-gap,pos-gap-shifted,20,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑷𐑑; SHIFTED via wiktionary"
bought,NN1,RSSB,𐑚𐑷𐑑,bɔːt,,,,,,pos-gap,pos-gap,35,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑷𐑑; agreed via wiktionary"
bought,VVI,GenAm,𐑚𐑪𐑑,bɒt,,,,,,pos-gap,pos-gap-shifted,10,"rl_pos=VVD,VVN; rl_shaw=𐑚𐑷𐑑; SHIFTED via wiktionary"
